userId,score,tag_user_not_accepted_answer,acceptance_ratio,tag
6605,1,0,1.0,design-patterns
60758,1,0,1.0,design-patterns
20756,1,1,0.5,design-patterns
44202,1,0,1.0,design-patterns
220411,1,0,1.0,design-patterns
224391,1,0,1.0,design-patterns
295212,1,0,1.0,design-patterns
2104,1,0,1.0,design-patterns
201948,1,0,1.0,encryption
280991,1,0,1.0,hibernate
226979,1,0,1.0,hibernate
3836,1,0,1.0,html
29472,1,0,1.0,java
16348,1,0,1.0,java
62323,1,0,1.0,java
72667,1,0,1.0,java
855,1,0,1.0,java
75766,1,0,1.0,java
1204,1,0,1.0,java
9113,1,1,0.5,java
40065,1,0,1.0,java
205196,1,0,1.0,java
68823,1,0,1.0,java
235743,1,0,1.0,java
75474,1,0,1.0,javascript
1204,1,0,1.0,javascript
251685,1,0,1.0,javascript
20294,1,0,1.0,jdbc
18427,1,0,1.0,json
124606,1,0,1.0,json
73508,1,0,1.0,json
207852,1,0,1.0,jsp
45808,1,0,1.0,logging
38636,1,0,1.0,loops
8057,1,0,1.0,multithreading
161917,2,0,1.0,mysql
61852,2,1,0.6666666666666666,mysql
7422,1,1,0.5,mysql
49209,1,0,1.0,mysql
9293,1,0,1.0,mysql
5512,1,0,1.0,mysql
53655,1,0,1.0,mysql
32746,1,0,1.0,mysql
104843,1,0,1.0,mysql
22685,1,0,1.0,mysql
9113,1,2,0.3333333333333333,mysql
213446,1,0,1.0,mysql
295212,1,0,1.0,mysql
5099,1,1,0.5,mysql
116461,1,0,1.0,object
61852,1,1,0.5,oracle
1204,1,0,1.0,oracle
9113,1,1,0.5,oracle
897,1,1,0.5,oracle
22005,1,0,1.0,parsing
26824,1,0,1.0,performance
18930,1,0,1.0,performance
31260,1,0,1.0,performance
22685,1,0,1.0,performance
70116,1,0,1.0,performance
51654,1,0,1.0,performance
36055,1,0,1.0,performance
171229,1,0,1.0,performance
26494,1,0,1.0,performance
41811,1,0,1.0,performance
36211,1,0,1.0,performance
106566,1,0,1.0,performance
126402,1,2,0.3333333333333333,performance
1928,1,0,1.0,php
16348,1,0,1.0,php
6605,1,1,0.5,php
16929,1,1,0.5,php
43772,1,0,1.0,php
11099,1,0,1.0,php
18930,1,0,1.0,php
110397,1,0,1.0,php
22005,1,0,1.0,php
75474,1,0,1.0,php
175074,1,0,1.0,php
161917,1,0,1.0,php
9113,1,0,1.0,php
219992,1,0,1.0,php
69472,1,0,1.0,php
251685,1,0,1.0,php
45808,1,0,1.0,python
55400,1,0,1.0,python
80833,1,0,1.0,python
209331,1,0,1.0,python
38200,1,0,1.0,rest
1204,1,0,1.0,rest
60357,1,1,0.5,rest
81495,1,0,1.0,rest
209331,1,0,1.0,rest
51654,1,1,0.5,security
131624,1,0,1.0,security
328988,1,0,1.0,serialization
5099,1,0,1.0,sorting
1204,13,18,0.4193548387096774,sql
61852,7,21,0.25,sql
6605,6,13,0.3157894736842105,sql
897,5,11,0.3125,sql
855,5,42,0.1063829787234042,sql
1093,4,17,0.1904761904761904,sql
7422,4,6,0.4,sql
209331,4,7,0.3636363636363636,sql
60357,4,2,0.6666666666666666,sql
209774,4,8,0.3333333333333333,sql
16929,3,8,0.2727272727272727,sql
34148,3,17,0.15,sql
18930,3,3,0.5,sql
30278,3,5,0.375,sql
5512,3,2,0.6,sql
7824,3,0,1.0,sql
13156,3,10,0.2307692307692307,sql
935,3,7,0.3,sql
126402,3,13,0.1875,sql
199871,3,2,0.6,sql
131624,3,4,0.4285714285714285,sql
106566,3,3,0.5,sql
177980,3,29,0.09375,sql
287,2,0,1.0,sql
83,2,0,1.0,sql
7575,2,1,0.6666666666666666,sql
3249,2,2,0.5,sql
20294,2,3,0.4,sql
611,2,0,1.0,sql
20756,2,4,0.3333333333333333,sql
26494,2,3,0.4,sql
31260,2,0,1.0,sql
42004,2,1,0.6666666666666666,sql
3762,2,6,0.25,sql
13597,2,2,0.5,sql
22685,2,10,0.1666666666666666,sql
4767,2,5,0.2857142857142857,sql
13866,2,1,0.6666666666666666,sql
13181,2,5,0.2857142857142857,sql
41381,2,7,0.2222222222222222,sql
51654,2,4,0.3333333333333333,sql
68823,2,0,1.0,sql
78905,2,1,0.6666666666666666,sql
123656,2,4,0.3333333333333333,sql
161917,2,2,0.5,sql
63202,2,4,0.3333333333333333,sql
73508,2,9,0.1818181818181818,sql
44110,2,7,0.2222222222222222,sql
174505,2,3,0.4,sql
5099,2,2,0.5,sql
172693,2,15,0.1176470588235294,sql
11982,2,2,0.5,sql
292095,2,6,0.25,sql
3674,1,0,1.0,sql
2439,1,0,1.0,sql
464,1,0,1.0,sql
5095,1,1,0.5,sql
965,1,0,1.0,sql
5050,1,0,1.0,sql
63,1,0,1.0,sql
6735,1,0,1.0,sql
2359,1,0,1.0,sql
5349,1,0,1.0,sql
1130,1,2,0.3333333333333333,sql
14363,1,3,0.25,sql
12611,1,0,1.0,sql
17275,1,0,1.0,sql
1928,1,2,0.3333333333333333,sql
10974,1,0,1.0,sql
22235,1,1,0.5,sql
13804,1,0,1.0,sql
24932,1,0,1.0,sql
29472,1,0,1.0,sql
5834,1,3,0.25,sql
471,1,2,0.3333333333333333,sql
12063,1,0,1.0,sql
6617,1,5,0.1666666666666666,sql
16348,1,0,1.0,sql
31234,1,0,1.0,sql
14641,1,0,1.0,sql
26824,1,0,1.0,sql
906,1,2,0.3333333333333333,sql
5905,1,4,0.2,sql
9433,1,1,0.5,sql
5039,1,0,1.0,sql
33021,1,0,1.0,sql
1625,1,0,1.0,sql
18427,1,0,1.0,sql
38663,1,3,0.25,sql
1929,1,1,0.5,sql
13730,1,1,0.5,sql
43772,1,0,1.0,sql
29270,1,3,0.25,sql
49209,1,0,1.0,sql
36173,1,0,1.0,sql
7748,1,10,0.0909090909090909,sql
9293,1,0,1.0,sql
36589,1,3,0.25,sql
11099,1,1,0.5,sql
21360,1,0,1.0,sql
59122,1,0,1.0,sql
7380,1,3,0.25,sql
47555,1,2,0.3333333333333333,sql
62633,1,0,1.0,sql
62323,1,0,1.0,sql
65823,1,0,1.0,sql
58625,1,0,1.0,sql
2226,1,0,1.0,sql
42132,1,0,1.0,sql
66983,1,0,1.0,sql
483,1,1,0.5,sql
50557,1,0,1.0,sql
72667,1,0,1.0,sql
70116,1,0,1.0,sql
75711,1,0,1.0,sql
8035,1,0,1.0,sql
7167,1,3,0.25,sql
25391,1,0,1.0,sql
6294,1,1,0.5,sql
28988,1,0,1.0,sql
6390,1,1,0.5,sql
10422,1,0,1.0,sql
90399,1,1,0.5,sql
60758,1,0,1.0,sql
32347,1,0,1.0,sql
92482,1,0,1.0,sql
14510,1,2,0.3333333333333333,sql
91041,1,5,0.1666666666666666,sql
23622,1,0,1.0,sql
38200,1,1,0.5,sql
31042,1,0,1.0,sql
45808,1,0,1.0,sql
57164,1,6,0.1428571428571428,sql
98749,1,0,1.0,sql
53655,1,0,1.0,sql
8057,1,2,0.3333333333333333,sql
55400,1,2,0.3333333333333333,sql
102899,1,0,1.0,sql
34183,1,1,0.5,sql
93344,1,0,1.0,sql
56691,1,0,1.0,sql
37122,1,0,1.0,sql
12902,1,0,1.0,sql
15162,1,1,0.5,sql
89521,1,0,1.0,sql
110397,1,0,1.0,sql
110712,1,0,1.0,sql
32746,1,0,1.0,sql
82539,1,0,1.0,sql
122617,1,0,1.0,sql
22005,1,0,1.0,sql
104843,1,0,1.0,sql
38636,1,0,1.0,sql
124606,1,1,0.5,sql
75474,1,0,1.0,sql
38218,1,0,1.0,sql
129413,1,0,1.0,sql
116777,1,16,0.0588235294117647,sql
13162,1,5,0.1666666666666666,sql
139677,1,0,1.0,sql
113863,1,0,1.0,sql
146583,1,0,1.0,sql
36055,1,0,1.0,sql
153102,1,0,1.0,sql
80833,1,0,1.0,sql
56655,1,1,0.5,sql
121304,1,0,1.0,sql
44124,1,1,0.5,sql
132550,1,0,1.0,sql
44003,1,2,0.3333333333333333,sql
139896,1,0,1.0,sql
75766,1,1,0.5,sql
3836,1,0,1.0,sql
171229,1,0,1.0,sql
154934,1,0,1.0,sql
116461,1,0,1.0,sql
91969,1,0,1.0,sql
28696,1,12,0.0769230769230769,sql
41811,1,2,0.3333333333333333,sql
92198,1,0,1.0,sql
40065,1,6,0.1428571428571428,sql
19265,1,0,1.0,sql
175074,1,0,1.0,sql
44202,1,1,0.5,sql
36834,1,2,0.3333333333333333,sql
201948,1,0,1.0,sql
204276,1,0,1.0,sql
3307,1,0,1.0,sql
213446,1,0,1.0,sql
219992,1,0,1.0,sql
220411,1,0,1.0,sql
224391,1,1,0.5,sql
205196,1,0,1.0,sql
102569,1,2,0.3333333333333333,sql
8669,1,0,1.0,sql
34069,1,6,0.1428571428571428,sql
69472,1,0,1.0,sql
79793,1,0,1.0,sql
98444,1,1,0.5,sql
1343,1,3,0.25,sql
190064,1,1,0.5,sql
207852,1,0,1.0,sql
111137,1,0,1.0,sql
51367,1,10,0.0909090909090909,sql
6212,1,0,1.0,sql
115084,1,12,0.0769230769230769,sql
280991,1,0,1.0,sql
287064,1,0,1.0,sql
902,1,2,0.3333333333333333,sql
236092,1,0,1.0,sql
103719,1,1,0.5,sql
295212,1,1,0.5,sql
115557,1,0,1.0,sql
36211,1,0,1.0,sql
4930,1,0,1.0,sql
304711,1,0,1.0,sql
6509,1,4,0.2,sql
13421,1,0,1.0,sql
304215,1,0,1.0,sql
244272,1,0,1.0,sql
251685,1,0,1.0,sql
206652,1,3,0.25,sql
184167,1,0,1.0,sql
6644,1,0,1.0,sql
328988,1,0,1.0,sql
81495,1,0,1.0,sql
332001,1,3,0.25,sql
67200,1,1,0.5,sql
226979,1,0,1.0,sql
187465,1,1,0.5,sql
235743,1,2,0.3333333333333333,sql
90252,1,2,0.3333333333333333,sql
350103,1,0,1.0,sql
353068,1,3,0.25,sql
336912,1,0,1.0,sql
3733,1,1,0.5,sql
118878,1,7,0.125,sql
25364,1,0,1.0,sql
126524,1,2,0.3333333333333333,sql
329526,1,0,1.0,sql
7858,1,0,1.0,sql
60084,1,1,0.5,sql
381141,1,0,1.0,sql
2104,1,0,1.0,sql
15162,1,0,1.0,sqlite
9113,1,0,1.0,sqlite
174505,1,0,1.0,sqlite
5099,1,0,1.0,sqlite
209774,1,0,1.0,sqlite
61852,1,0,1.0,unit-testing
6605,1,0,1.0,unit-testing
116777,1,0,1.0,user-interface
21360,1,0,1.0,web-services
60357,1,0,1.0,ajax
667,1,0,1.0,android
1204,1,0,1.0,android
9113,1,0,1.0,android
177980,2,3,0.4,api
6509,1,0,1.0,api
1865,1,0,1.0,api
23377,1,0,1.0,api
16929,1,0,1.0,api
58747,1,0,1.0,api
30678,1,0,1.0,api
13156,1,1,0.5,api
34078,1,0,1.0,api
102390,1,0,1.0,api
122584,1,0,1.0,api
217518,1,0,1.0,api
209331,1,0,1.0,api
69375,1,0,1.0,api
128719,1,0,1.0,api
222996,1,0,1.0,api
1204,1,0,1.0,api
620,1,1,0.5,api
183908,1,0,1.0,api
252416,1,0,1.0,api
28696,1,1,0.5,api
319783,1,0,1.0,api
353068,1,1,0.5,api
115084,1,3,0.25,api
104903,1,0,1.0,api
319450,1,1,0.5,api
33843,1,0,1.0,api
51654,1,0,1.0,api
93050,1,0,1.0,authentication
182971,1,0,1.0,authentication
118878,1,2,0.3333333333333333,authentication
5099,1,0,1.0,authentication
353068,1,0,1.0,authentication
90889,1,0,1.0,caching
146556,1,0,1.0,caching
7422,1,0,1.0,caching
177980,1,0,1.0,caching
41811,1,0,1.0,caching
172693,2,0,1.0,class
9113,2,1,0.6666666666666666,class
4403,1,0,1.0,class
19295,1,0,1.0,class
2366,1,0,1.0,class
39294,1,0,1.0,class
34148,1,0,1.0,class
57164,1,0,1.0,class
61959,1,0,1.0,class
25199,1,0,1.0,class
117019,1,0,1.0,class
66037,1,1,0.5,class
119813,1,0,1.0,class
172120,1,0,1.0,class
17694,1,0,1.0,class
189934,1,0,1.0,class
45814,1,0,1.0,class
6509,1,1,0.5,class
25476,1,0,1.0,css
189934,1,0,1.0,csv
200887,1,0,1.0,csv
9113,3,8,0.2727272727272727,database
36589,2,1,0.6666666666666666,database
34148,2,1,0.6666666666666666,database
1204,2,1,0.6666666666666666,database
855,2,2,0.5,database
5834,1,0,1.0,database
3792,1,0,1.0,database
24932,1,0,1.0,database
16929,1,1,0.5,database
39996,1,0,1.0,database
1130,1,0,1.0,database
12828,1,0,1.0,database
4767,1,2,0.3333333333333333,database
46409,1,0,1.0,database
8434,1,0,1.0,database
2722,1,0,1.0,database
31418,1,1,0.5,database
22685,1,1,0.5,database
87339,1,1,0.5,database
90342,1,0,1.0,database
7748,1,0,1.0,database
52871,1,0,1.0,database
26621,1,0,1.0,database
90149,1,0,1.0,database
146556,1,0,1.0,database
100804,1,0,1.0,database
122584,1,0,1.0,database
175053,1,0,1.0,database
41811,1,0,1.0,database
897,1,1,0.5,database
28696,1,3,0.25,database
236539,1,0,1.0,database
44110,1,3,0.25,database
118878,1,1,0.5,database
274599,1,0,1.0,database
193669,1,1,0.5,database
147222,1,0,1.0,database
131624,1,2,0.3333333333333333,database
44202,1,0,1.0,database
40857,1,0,1.0,database
238707,1,0,1.0,database
116777,1,2,0.3333333333333333,database
45814,1,0,1.0,database
106566,1,0,1.0,encryption
60357,1,0,1.0,encryption
4403,1,0,1.0,forms
2355,1,0,1.0,html
104198,1,0,1.0,html
223730,1,0,1.0,html
222996,1,0,1.0,html
59032,1,0,1.0,html5
5692,1,0,1.0,html5
366320,1,0,1.0,http
150783,1,0,1.0,http
9113,1,0,1.0,if-statement
1204,4,5,0.4444444444444444,java
51654,3,6,0.3333333333333333,java
6605,3,1,0.75,java
1352,2,3,0.4,java
667,2,3,0.4,java
25768,2,0,1.0,java
22685,2,4,0.3333333333333333,java
5099,2,0,1.0,java
7422,2,3,0.4,java
105684,2,2,0.5,java
199871,2,0,1.0,java
209774,2,3,0.4,java
935,1,2,0.3333333333333333,java
30415,1,0,1.0,java
4802,1,0,1.0,java
3583,1,0,1.0,java
886,1,1,0.5,java
1896,1,0,1.0,java
4553,1,0,1.0,java
14664,1,0,1.0,java
16864,1,0,1.0,java
14221,1,3,0.25,java
6909,1,3,0.25,java
29440,1,0,1.0,java
31343,1,0,1.0,java
18930,1,0,1.0,java
4767,1,0,1.0,java
15165,1,0,1.0,java
7896,1,1,0.5,java
11982,1,0,1.0,java
34614,1,0,1.0,java
4316,1,1,0.5,java
31260,1,1,0.5,java
7167,1,0,1.0,java
44705,1,1,0.5,java
46728,1,0,1.0,java
9185,1,0,1.0,java
50049,1,0,1.0,java
12917,1,1,0.5,java
13480,1,0,1.0,java
35276,1,0,1.0,java
80034,1,0,1.0,java
16929,1,3,0.25,java
71872,1,0,1.0,java
97122,1,2,0.3333333333333333,java
36979,1,1,0.5,java
100113,1,0,1.0,java
13156,1,1,0.5,java
213,1,4,0.2,java
81495,1,0,1.0,java
106379,1,0,1.0,java
55995,1,0,1.0,java
3631,1,0,1.0,java
88468,1,0,1.0,java
1383,1,0,1.0,java
136743,1,0,1.0,java
135969,1,0,1.0,java
53697,1,0,1.0,java
23404,1,1,0.5,java
7806,1,0,1.0,java
52512,1,0,1.0,java
84351,1,0,1.0,java
53141,1,0,1.0,java
442,1,0,1.0,java
122584,1,0,1.0,java
56670,1,0,1.0,java
172693,1,2,0.3333333333333333,java
66037,1,2,0.3333333333333333,java
11246,1,1,0.5,java
167045,1,0,1.0,java
63202,1,4,0.2,java
90992,1,2,0.3333333333333333,java
11636,1,2,0.3333333333333333,java
211449,1,0,1.0,java
131624,1,3,0.25,java
177980,1,2,0.3333333333333333,java
60357,1,3,0.25,java
2344,1,2,0.3333333333333333,java
78254,1,1,0.5,java
104903,1,0,1.0,java
5834,1,0,1.0,javascript
26824,1,0,1.0,javascript
42738,1,0,1.0,javascript
8068,1,0,1.0,javascript
22685,1,1,0.5,javascript
59032,1,0,1.0,javascript
17435,1,1,0.5,javascript
26868,1,0,1.0,javascript
61752,1,0,1.0,javascript
106379,1,0,1.0,javascript
712,1,0,1.0,javascript
88468,1,0,1.0,javascript
442,1,0,1.0,javascript
4127,1,0,1.0,javascript
129088,1,0,1.0,javascript
121035,1,0,1.0,javascript
51654,1,1,0.5,javascript
28696,1,0,1.0,javascript
222996,1,0,1.0,javascript
295412,1,0,1.0,javascript
60357,1,1,0.5,javascript
292987,1,0,1.0,javascript
318920,1,0,1.0,javascript
620,1,1,0.5,javascript
60084,1,0,1.0,javascript
1204,1,1,0.5,javascript
5099,1,1,0.5,javascript
22717,1,0,1.0,jquery
83617,1,0,1.0,json
128870,1,0,1.0,json
56670,1,0,1.0,json
199587,1,0,1.0,json
44202,1,0,1.0,json
236092,1,0,1.0,json
177980,1,2,0.3333333333333333,json
206652,1,0,1.0,json
40065,1,0,1.0,linux
15162,1,0,1.0,login
106566,1,0,1.0,login
114930,1,0,1.0,loops
185134,1,0,1.0,loops
87405,1,0,1.0,loops
6605,1,0,1.0,loops
935,1,0,1.0,loops
45814,1,0,1.0,loops
60357,1,0,1.0,loops
64132,1,0,1.0,mysql
3762,1,0,1.0,mysql
1204,1,0,1.0,mysql
3309,1,0,1.0,mysql
244831,1,0,1.0,mysql
274599,1,0,1.0,mysql
146762,1,0,1.0,object
172693,1,0,1.0,object
189934,1,0,1.0,object
209774,1,0,1.0,object
97405,1,0,1.0,parsing
104198,1,0,1.0,parsing
28696,1,0,1.0,parsing
63202,1,0,1.0,parsing
60357,1,0,1.0,parsing
41381,1,0,1.0,parsing
177980,2,0,1.0,performance
105684,2,3,0.4,performance
18263,1,0,1.0,performance
69624,1,0,1.0,performance
56655,1,0,1.0,performance
7748,1,0,1.0,performance
79793,1,0,1.0,performance
35276,1,0,1.0,performance
114930,1,0,1.0,performance
9113,1,3,0.25,performance
6605,1,1,0.5,performance
189038,1,0,1.0,performance
935,1,1,0.5,performance
28696,1,0,1.0,performance
45814,1,0,1.0,performance
51654,1,1,0.5,performance
63202,1,0,1.0,performance
172693,1,1,0.5,performance
841,1,0,1.0,performance
106566,1,1,0.5,performance
209331,1,0,1.0,performance
222996,1,0,1.0,performance
3387,1,0,1.0,php
91753,1,0,1.0,php
4327,1,0,1.0,php
22685,1,0,1.0,php
5512,1,0,1.0,php
119813,1,0,1.0,php
51654,1,0,1.0,php
1204,1,0,1.0,php
106566,1,0,1.0,php
56691,1,0,1.0,python
4572,1,0,1.0,python
1204,1,0,1.0,python
60357,1,2,0.3333333333333333,python
161992,1,0,1.0,python
51654,1,0,1.0,python
110531,1,0,1.0,python
56655,1,0,1.0,python
292987,1,0,1.0,python
81286,1,0,1.0,python
60084,1,1,0.5,python
82469,1,0,1.0,python
1767,1,0,1.0,rest
144105,1,0,1.0,rest
50440,1,0,1.0,rest
152797,1,0,1.0,rest
189934,1,0,1.0,rest
122584,1,0,1.0,rest
44202,1,0,1.0,rest
91953,1,1,0.5,rest
208442,1,0,1.0,rest
222996,1,0,1.0,rest
177980,1,6,0.1428571428571428,rest
199871,1,3,0.25,rest
183908,1,0,1.0,rest
118878,1,0,1.0,rest
3184,1,0,1.0,rest
28696,1,0,1.0,rest
235743,1,0,1.0,rest
353068,1,0,1.0,rest
106566,1,2,0.3333333333333333,rest
366320,1,0,1.0,rest
7824,1,0,1.0,search
211876,1,0,1.0,search
9113,1,0,1.0,search
116777,1,0,1.0,search
7080,1,0,1.0,security
3387,1,0,1.0,security
80833,1,0,1.0,security
60084,1,1,0.5,security
97405,1,0,1.0,security
132550,1,0,1.0,security
46649,1,0,1.0,security
170520,1,0,1.0,security
897,1,1,0.5,security
106566,1,0,1.0,security
104903,1,0,1.0,security
93575,1,0,1.0,session
236092,1,0,1.0,soap
359169,1,0,1.0,soap
366014,1,0,1.0,soap
88622,1,0,1.0,sorting
22685,1,0,1.0,sorting
902,1,0,1.0,sorting
897,1,0,1.0,sorting
3965,1,0,1.0,sorting
9113,1,0,1.0,sorting
177980,3,6,0.3333333333333333,sql-server
209774,2,0,1.0,sql-server
1204,2,0,1.0,sql-server
13730,1,0,1.0,sql-server
12828,1,0,1.0,sql-server
4767,1,2,0.3333333333333333,sql-server
8737,1,0,1.0,sql-server
88468,1,0,1.0,sql-server
4127,1,0,1.0,sql-server
31673,1,0,1.0,sql-server
6605,1,0,1.0,sql-server
113863,1,0,1.0,sql-server
139279,1,0,1.0,sql-server
145890,1,0,1.0,sql-server
153102,1,0,1.0,sql-server
174671,1,0,1.0,sql-server
123656,1,0,1.0,sql-server
100804,1,0,1.0,sql-server
64132,1,1,0.5,sql-server
174505,1,0,1.0,sql-server
244831,1,0,1.0,sql-server
20756,1,0,1.0,sql-server
56670,1,0,1.0,sql-server
118878,1,1,0.5,sql-server
279755,1,0,1.0,sql-server
60357,1,0,1.0,sql-server
27442,1,0,1.0,sql-server
222996,1,1,0.5,sql-server
235743,1,0,1.0,sql-server
319783,1,0,1.0,sql-server
353068,1,0,1.0,sql-server
6605,2,1,0.6666666666666666,sql
14363,1,0,1.0,sql
9433,1,0,1.0,sql
1929,1,0,1.0,sql
13730,1,0,1.0,sql
42004,1,0,1.0,sql
855,1,0,1.0,sql
5512,1,1,0.5,sql
8057,1,0,1.0,sql
3762,1,2,0.3333333333333333,sql
7824,1,0,1.0,sql
44202,1,0,1.0,sql
44110,1,1,0.5,sql
9113,1,3,0.25,sql
174505,1,0,1.0,sql
51367,1,1,0.5,sql
902,1,0,1.0,sql
11982,1,0,1.0,sql
118878,1,1,0.5,sql
32008,1,0,1.0,validation
16809,1,0,1.0,validation
26868,1,0,1.0,validation
91041,1,0,1.0,validation
1609,1,0,1.0,validation
9113,1,0,1.0,validation
99854,1,0,1.0,validation
161917,1,0,1.0,validation
76809,1,0,1.0,validation
1298,1,0,1.0,validation
935,1,0,1.0,validation
9506,1,0,1.0,validation
63202,1,0,1.0,validation
200887,1,0,1.0,validation
279755,1,0,1.0,validation
6644,1,0,1.0,validation
267349,1,0,1.0,validation
51489,1,0,1.0,validation
177980,1,2,0.3333333333333333,validation
22235,1,0,1.0,variables
285,1,0,1.0,variables
41008,1,0,1.0,variables
94162,1,0,1.0,variables
139925,1,0,1.0,variables
9113,1,0,1.0,variables
20935,1,0,1.0,web-services
13181,1,0,1.0,web-services
21523,1,0,1.0,web-services
73903,1,0,1.0,web-services
64132,1,1,0.5,web-services
108599,1,0,1.0,web-services
13156,1,0,1.0,web-services
114921,1,0,1.0,web-services
3414,1,0,1.0,web-services
22685,1,0,1.0,web-services
151723,1,0,1.0,web-services
48827,1,0,1.0,web-services
164581,1,0,1.0,web-services
133110,1,0,1.0,web-services
28696,1,0,1.0,web-services
82691,1,0,1.0,web-services
187812,1,0,1.0,web-services
175023,1,0,1.0,web-services
25476,1,0,1.0,web-services
177980,1,1,0.5,web-services
91953,1,0,1.0,web-services
46546,1,0,1.0,web-services
172693,1,1,0.5,web-services
6605,1,1,0.5,web-services
359169,1,0,1.0,web-services
366014,1,0,1.0,web-services
36589,1,0,1.0,xml
3762,1,1,0.5,xml
8737,1,0,1.0,xml
897,1,0,1.0,xml
35471,1,0,1.0,xml
1204,1,0,1.0,xml
41986,1,0,1.0,xml
56670,1,0,1.0,xml
6605,1,0,1.0,xml
36834,1,0,1.0,xml
119813,1,0,1.0,xml
120833,1,0,1.0,xml
9007,1,0,1.0,xml
28696,1,0,1.0,xml
6509,1,0,1.0,xml
57949,1,0,1.0,android
42752,1,0,1.0,apache
56691,1,0,1.0,c#
4572,1,0,1.0,c#
1204,1,0,1.0,c#
60357,1,2,0.3333333333333333,c#
161992,1,0,1.0,c#
51654,1,0,1.0,c#
110531,1,0,1.0,c#
56655,1,0,1.0,c#
292987,1,0,1.0,c#
81286,1,0,1.0,c#
60084,1,1,0.5,c#
82469,1,0,1.0,c#
786,1,0,1.0,c++
886,1,0,1.0,c++
16637,1,0,1.0,c++
1468,1,0,1.0,c++
3748,1,0,1.0,c++
16764,1,0,1.0,c++
34340,1,0,1.0,c++
50049,1,0,1.0,c++
2026,1,0,1.0,c++
36383,1,0,1.0,c++
4828,1,1,0.5,c++
3631,1,0,1.0,c++
18930,1,1,0.5,c++
92918,1,0,1.0,c++
38200,1,1,0.5,c++
68813,1,0,1.0,c++
119554,1,0,1.0,c++
74584,1,0,1.0,c++
66037,1,0,1.0,c++
126430,1,0,1.0,c++
53141,1,0,1.0,c++
23622,1,0,1.0,c++
129824,1,0,1.0,c++
6967,1,0,1.0,c++
209774,1,1,0.5,c++
319783,1,0,1.0,c++
52024,1,0,1.0,c++
9113,1,1,0.5,c++
1343,1,2,0.3333333333333333,class
95539,1,0,1.0,class
55400,1,0,1.0,class
29020,1,0,1.0,class
